HIP,RAdeg,DEdeg,Vmag,Plx,e_Plx,pmRA,pmDE,e_pmRA,e_pmDE,B-V,e_B-V,V-I,BTmag,VTmag,Hpmag,SpType,VarFlag,MultFlag,distance_pc,Abs_Vmag,logL_solar,Teff_K
146,336.238179,2.522955,8.8,623.1600604676814,1.0,-29.51,-47.74,1.03,1.31,1.469,0.001,1.69,10.03,8.929,8.682,M7 V,,,1.6,12.773,-3.1772,3841.0
147,75.77648,-48.273954,8.27,741.9124832153772,1.16,-95.83,44.47,0.73,0.94,0.454,0.013,0.54,8.656,8.328,8.228,F9 V,,,1.3,12.622,-3.1168,6605.0
148,121.033443,-76.280718,7.47,136.1633360719873,1.0,94.81,-13.99,1.47,0.3,0.393,0.007,0.603,7.79,7.499,7.413,F3 V,,,7.3,8.14,-1.324,6918.0
149,237.408186,-33.119748,6.82,379.34055850392014,1.45,-66.22,-58.22,0.3,1.24,1.191,0.033,1.272,7.844,6.924,6.705,M1 V,,,2.6,9.715,-1.954,4326.0
150,149.257211,-28.476492,6.7,401.3035950208576,0.92,9.26,75.3,1.31,1.81,1.271,0.03,1.337,7.789,6.827,6.587,,R,,2.5,9.717,-1.9548,4174.0
151,91.912838,51.33768,8.25,192.10600604995378,0.62,56.95,-34.66,1.13,0.3,1.362,0.018,1.479,9.44,8.369,8.106,,P,,5.2,9.668,-1.9352,4014.0
152,315.21681,-1.117542,12.41,584.5175154305617,0.85,60.76,78.82,0.3,0.67,0.308,0.028,0.369,12.664,12.441,12.393,,,,1.7,16.244,-4.5656,7411.0
153,144.644871,-6.759321,8.35,219.51993524715408,0.85,127.72,21.54,0.3,2.0,1.545,0.012,1.736,9.671,8.495,8.205,M0 V,,,4.6,10.057,-2.0908,3727.0
154,202.092454,8.526288,10.16,540.0298018279909,0.2,-5.32,37.84,0.85,0.32,1.478,0.001,1.583,11.392,10.284,10.017,M5 V,,,1.9,13.822,-3.5968,3827.0
155,61.805915,24.274324,8.13,563.3920980836408,1.32,-29.82,-70.42,0.3,1.81,1.581,0.024,1.783,9.468,8.267,7.95,M8 V,,,1.8,11.884,-2.8216,3676.0
156,3.160057,-38.376332,9.88,321.40529569366845,1.31,26.28,-72.46,1.58,1.03,1.557,0.022,1.703,11.221,10.02,9.711,M7 V,,,3.1,12.415,-3.034,3710.0
157,147.163938,-2.058179,10.56,717.3124901229758,1.35,-95.08,25.94,0.3,1.78,1.403,0.01,1.491,11.799,10.691,10.411,M7 V,,,1.4,14.839,-4.0036,3945.0
158,37.248799,21.632098,9.95,154.81349432643984,0.2,56.33,-10.7,2.5,1.76,1.62,0.022,1.782,11.29,10.096,9.799,,,,6.5,10.899,-2.4276,3622.0
159,189.016857,-28.112382,12.31,728.5813040564013,1.69,5.12,35.25,1.87,0.3,1.614,0.003,1.769,13.664,12.455,12.139,M0 V,,,1.4,16.622,-4.7168,3630.0
160,165.549949,-15.744869,10.46,422.2853821666756,1.51,101.52,-12.11,1.98,1.03,0.696,0.012,0.759,11.053,10.519,10.381,,,,2.4,13.588,-3.5032,5615.0
161,148.148714,36.963168,3.91,579.551118775975,1.53,6.17,-18.78,1.97,0.74,1.342,0.008,1.565,5.051,4.024,3.78,M2 V,R,,1.7,7.725,-1.158,4048.0
162,272.871418,-53.245549,12.5,146.56236407439087,0.52,-20.93,8.3,0.3,0.3,1.716,0.001,1.902,13.929,12.631,12.333,M9 V,,G,6.8,13.33,-3.4,3495.0
163,6.402034,39.913087,7.21,669.4034405509101,1.13,34.5,46.04,1.49,2.77,1.483,0.025,1.673,8.497,7.332,7.078,M2 III,,,1.5,11.338,-2.6032,3819.0
164,220.632328,65.398127,7.36,103.3501549696523,1.12,8.75,30.78,1.46,1.9,0.696,0.012,0.719,7.959,7.435,7.289,,,X,9.7,7.432,-1.0408,5615.0
165,234.411273,-0.533692,9.39,162.9447305802226,0.54,23.06,0.84,1.16,1.43,1.517,0.012,1.682,10.666,9.514,9.238,,,,6.1,10.45,-2.248,3768.0
166,259.944048,-30.258883,6.98,351.1572314116921,0.92,-127.88,23.43,0.85,0.63,1.315,0.022,1.372,8.081,7.088,6.837,M5 V,,,2.8,9.708,-1.9512,4095.0
167,206.490758,-48.042621,10.4,165.6641062350347,1.38,-70.44,-37.33,0.84,0.3,1.483,0.021,1.509,11.68,10.532,10.269,,,,6.0,11.496,-2.6664,3819.0
168,358.868558,29.950487,10.36,714.6892094740648,0.86,105.66,-40.15,0.45,0.77,1.601,0.019,1.802,11.684,10.503,10.206,M8 V,,,1.4,14.631,-3.9204,3648.0
169,219.618558,-40.929114,7.26,248.64486824752825,0.85,45.97,28.21,1.94,0.67,1.477,0.024,1.612,8.519,7.397,7.096,M7 V,,,4.0,9.238,-1.7632,3828.0
170,180.850448,-12.370181,11.13,163.5010060284213,0.62,-102.1,1.69,0.3,2.41,1.259,0.006,1.397,12.2,11.245,11.003,,,,6.1,12.198,-2.9472,4196.0
171,127.376761,45.181134,8.19,542.137838978805,0.89,4.26,7.6,1.93,0.7,0.52,0.002,0.536,8.594,8.251,8.127,,,,1.8,11.861,-2.8124,6300.0
172,51.621924,15.803367,10.32,664.9696169673817,1.11,15.5,21.62,0.33,1.31,0.547,0.019,0.597,10.765,10.369,10.273,G0 IV,,,1.5,14.434,-3.8416,6183.0
173,274.812272,-27.85372,8.27,435.49119490903286,0.38,-76.52,18.63,1.2,1.21,1.263,0.017,1.439,9.356,8.377,8.148,M6 V,,,2.3,11.465,-2.654,4189.0
174,311.966911,33.683681,8.87,176.71407621876585,0.9,61.53,15.99,0.3,1.18,1.483,0.019,1.609,10.1,9.001,8.696,M0 III,,X,5.7,10.106,-2.1104,3819.0
175,168.053435,-41.736322,9.04,488.5123843371056,1.81,27.93,-11.93,1.91,1.19,0.706,0.005,0.719,9.61,9.101,8.983,G6 V,R,,2.0,12.484,-3.0616,5581.0
176,339.151243,-60.701618,8.5,125.81849623554507,0.5,-5.06,115.05,0.63,0.3,1.586,0.034,1.746,9.864,8.653,8.349,M5 V,,X,7.9,8.999,-1.6676,3669.0
177,249.911087,4.799772,8.57,212.95448572071803,0.84,-5.76,157.48,1.44,1.25,1.522,0.008,1.672,9.864,8.716,8.428,M7 V,,V,4.7,10.211,-2.1524,3761.0
178,259.627089,-23.159782,7.11,344.39605752100135,1.04,-19.86,-54.57,0.4,2.12,0.374,0.021,0.439,7.426,7.154,7.089,F4 V,,,2.9,9.795,-1.986,7022.0
179,217.254089,-24.27527,8.22,579.0553093158808,0.82,-15.08,-111.96,1.24,2.72,1.525,0.02,1.546,9.523,8.364,8.074,,,,1.7,12.034,-2.8816,3756.0
180,315.395323,21.299486,7.29,617.079496411764,2.1,-59.66,13.67,0.68,0.93,1.555,0.01,1.706,8.626,7.421,7.14,M2 Ia,,,1.6,11.242,-2.5648,3713.0
181,317.325168,16.104803,10.49,163.09058289391749,0.99,-122.07,10.43,2.04,0.95,0.548,0.018,0.632,10.94,10.549,10.439,F0 V,,,6.1,11.552,-2.6888,6179.0
182,328.97697,-56.177905,11.34,263.1847437663043,0.83,130.77,27.84,1.87,1.23,1.525,0.011,1.719,12.652,11.46,11.208,M1 II,,,3.8,13.441,-3.4444,3756.0
183,14.823686,-4.569629,6.78,744.2196188326024,1.42,65.16,8.85,1.18,1.45,0.225,0.015,0.258,6.989,6.807,6.772,A2 V,,,1.3,11.139,-2.5236,7974.0
184,288.280702,-8.485042,3.48,152.4800232959172,1.03,-1.79,-35.58,0.75,0.42,0.203,0.007,0.254,3.627,3.506,3.462,A6 V,,,6.6,4.396,0.1736,8140.0
185,356.829072,6.765066,12.5,407.3016968385786,1.53,79.35,-67.87,0.55,2.0,1.576,0.033,1.797,13.89,12.655,12.327,,,,2.5,15.55,-4.288,3683.0
186,45.504994,-68.393016,7.37,672.955360342351,0.84,36.22,-36.59,0.52,1.46,1.136,0.005,1.189,8.329,7.491,7.262,K3 V,,,1.5,11.51,-2.672,4438.0
187,51.489329,-8.914104,9.02,606.403322492099,1.35,71.74,-94.98,0.92,2.07,0.813,0.026,0.87,9.733,9.099,8.929,,,,1.6,12.934,-3.2416,5242.0
188,24.059298,24.930069,8.07,140.95814901248278,1.32,65.31,-39.91,0.44,2.28,0.5,0.003,0.466,8.486,8.123,8.021,,,,7.1,8.815,-1.594,6389.0
189,122.58989,-12.415985,10.45,181.86519558131886,1.66,69.43,68.29,1.37,0.87,0.13,0.012,0.171,10.534,10.453,10.446,,,,5.5,11.749,-2.7676,8748.0
190,286.6739,4.936965,8.32,394.1331412179681,0.53,-81.37,51.85,0.3,1.77,1.306,0.045,1.465,9.462,8.441,8.203,,,,2.5,11.298,-2.5872,4111.0
191,203.934779,-20.494444,9.56,322.88032377746975,0.77,-14.66,-30.71,0.84,0.73,1.604,0.023,1.712,10.954,9.711,9.406,,,,3.1,12.105,-2.91,3644.0
192,266.823465,14.883632,6.75,173.56961858686944,1.59,-12.95,9.62,0.73,0.93,1.637,0.013,1.788,8.157,6.899,6.59,,,,5.8,7.947,-1.2468,3598.0
193,92.604339,-69.815223,8.66,653.6835661242347,1.9,-48.07,1.6,0.86,0.3,0.445,0.022,0.55,9.035,8.705,8.623,F1 V,,,1.5,12.737,-3.1628,6649.0
194,219.447154,3.559119,9.62,652.7433887527668,0.73,16.62,-139.75,1.87,1.53,1.571,0.016,1.544,10.967,9.773,9.463,M3 V,M,O,1.5,13.694,-3.5456,3690.0
195,338.198142,-29.606151,8.3,473.81344103045285,2.08,81.04,-38.87,1.74,1.11,1.562,0.03,1.837,9.677,8.422,8.143,M5 IV,,,2.1,11.678,-2.7392,3703.0
196,266.280177,-49.891065,9.78,559.4884136411715,0.68,-6.69,-18.32,0.59,0.98,1.663,0.014,1.902,11.172,9.943,9.609,,,,1.8,13.519,-3.4756,3564.0
197,131.267448,30.68884,11.24,500.00459637572317,1.3,-1.7,14.2,1.13,0.5,-0.027,0.034,-0.053,11.208,11.233,11.244,A7 Ib,,,2.0,14.735,-3.962,10475.0
198,125.538219,27.576549,10.14,136.5924240334448,0.56,17.3,46.41,1.64,0.75,1.45,0.004,1.548,11.39,10.255,9.996,M7 IV,,,7.3,10.817,-2.3948,3870.0
199,48.071122,-2.104737,9.57,342.43332994409184,1.15,90.09,48.05,0.77,1.01,1.551,0.003,1.702,10.895,9.719,9.416,,,,2.9,12.243,-2.9652,3718.0
200,303.644098,40.730063,8.11,521.0894280796128,1.16,-75.99,-115.36,1.8,2.11,1.457,0.006,1.632,9.334,8.247,7.96,M3 V,,O,1.9,11.695,-2.746,3859.0
201,153.943313,2.297749,7.56,1.65,1.15,-47.02,10.91,0.85,0.79,0.385,0.006,0.323,7.886,7.608,7.547,F1 V,,,606.1,-1.353,2.4732,6961.0
202,281.32501,3.981146,11.11,7.34,2.07,117.98,52.59,0.8,1.45,0.96,0.005,0.952,11.887,11.188,11.012,K9 V,,,136.2,5.438,-0.2432,4841.0
203,68.300833,24.059649,9.23,22.71,0.99,39.41,-39.67,2.03,1.05,1.364,0.03,1.51,10.341,9.357,9.086,M7 V,,O,44.0,6.011,-0.4724,4010.0
204,1.356474,24.531438,6.79,1.25,0.2,0.48,-16.06,0.3,1.45,0.7,0.005,0.831,7.402,6.851,6.731,G5 V,,,800.0,-2.725,3.022,5602.0
205,316.893844,-2.233177,9.42,4.77,1.28,33.42,-79.06,1.43,1.04,1.256,0.017,1.382,10.465,9.538,9.297,M2 V,,,209.6,2.813,0.8068,4202.0
206,316.967064,27.809505,9.12,1.99,1.53,69.54,-41.13,1.62,1.35,1.457,0.011,1.621,10.365,9.244,8.991,M8 V,,,502.5,0.614,1.6864,3859.0
207,209.565852,-66.969895,5.32,2.08,0.75,-87.3,82.54,1.9,1.22,1.368,0.018,1.515,6.473,5.439,5.191,,,,480.8,-3.09,3.168,4003.0
208,36.04647,-54.449357,6.08,28.5,2.18,47.15,-48.65,1.64,1.48,1.391,0.018,1.536,7.24,6.209,5.95,M3 IV,,,35.1,3.354,0.5904,3965.0
209,184.409355,-21.310682,9.54,12.11,0.69,-34.27,1.4,1.58,1.84,1.426,0.016,1.559,10.738,9.672,9.399,M2 Ia,,,82.6,4.956,-0.0504,3908.0
210,175.899194,27.372609,11.65,5.21,0.59,-14.19,3.65,1.38,0.34,1.666,0.039,1.908,13.084,11.795,11.486,,,,191.9,5.234,-0.1616,3560.0
211,176.60785,19.120048,9.01,3.33,1.77,39.59,-73.25,0.73,1.61,1.64,0.023,1.728,10.367,9.156,8.857,M1 V,,,300.3,1.622,1.2832,3594.0
212,271.785052,-53.503261,9.23,17.44,0.59,-17.43,-18.15,2.34,0.78,0.65,0.018,0.709,9.784,9.289,9.176,,,G,57.3,5.438,-0.2432,5778.0
213,332.281238,-37.252517,10.71,11.8,0.79,6.95,-47.8,1.44,1.43,0.988,0.016,1.072,11.55,10.805,10.623,K6 V,,,84.7,6.069,-0.4956,4772.0
214,119.895868,-43.53764,7.21,0.86,0.67,-75.5,-21.41,0.4,1.53,0.132,0.015,0.098,7.327,7.221,7.186,A9 V,,,1162.8,-3.118,3.1792,8730.0
215,221.909817,-58.481793,8.36,17.01,2.2,27.48,-44.32,0.48,1.7,1.26,0.001,1.397,9.43,8.467,8.234,M5 V,S,,58.8,4.514,0.1264,4194.0
216,358.706404,28.913642,10.42,2.34,0.23,40.28,2.64,1.43,0.99,1.06,0.022,1.04,11.324,10.518,10.317,K6 V,,V,427.4,2.266,1.0256,4603.0
217,282.417568,-8.077613,7.87,5.32,1.44,5.25,-4.69,1.2,1.1,0.628,0.015,0.733,8.4,7.931,7.817,G2 V,,V,188.0,1.5,1.332,5860.0
218,312.04205,75.865386,6.7,23.67,1.01,-93.92,91.2,0.7,0.3,0.877,0.019,0.926,7.451,6.797,6.612,K7 V,,,42.2,3.571,0.5036,5059.0
219,340.742008,-18.742926,6.17,8.16,1.25,-606.2813870754458,622.7395614643589,1.0,0.3,0.551,0.012,0.597,6.622,6.216,6.108,,,,122.5,0.728,1.6408,6166.0
220,156.95349,-51.655014,8.11,3.32,0.24,71.52,-44.03,1.65,1.02,1.626,0.009,1.749,9.508,8.251,7.953,,P,O,301.2,0.716,1.6456,3613.0
221,34.522678,-3.466427,9.03,1.84,1.09,-77.55,-78.4,1.38,1.6,1.075,0.023,1.16,9.932,9.131,8.941,,,,543.5,0.354,1.7904,4570.0
222,270.118467,9.040334,7.96,24.63,1.45,99.01,-109.56,0.54,1.76,1.383,0.026,1.417,9.092,8.061,7.825,,C,,40.6,4.917,-0.0348,3978.0
223,289.373464,18.627325,9.01,14.52,0.69,-66.45,-10.42,1.14,1.54,1.244,0.012,1.414,10.063,9.131,8.88,,,X,68.9,4.82,0.004,4224.0
224,121.564393,-50.596524,7.7,7.78,0.2,-3.99,0.13,2.06,1.46,1.615,0.042,1.751,9.096,7.825,7.528,M5 V,,,128.5,2.155,1.07,3628.0
225,57.592486,-1.56476,6.62,9.86,1.56,-7.73,17.04,1.04,1.93,1.645,0.033,1.76,8.035,6.748,6.46,,,,101.4,1.589,1.2964,3588.0
226,311.357835,13.690646,6.26,8.06,0.81,-14.78,-64.49,0.83,1.73,1.345,0.005,1.542,7.38,6.37,6.132,M7 III,,,124.1,0.792,1.6152,4043.0
227,105.168921,-6.570626,8.94,0.66,1.07,-18.41,-21.48,1.07,0.65,0.579,0.028,0.672,9.434,9.003,8.88,G2 V,,,1515.2,-1.962,2.7168,6051.0
228,54.80914,-19.456601,9.33,16.56,0.5,-40.66,68.37,0.71,0.94,1.422,0.031,1.629,10.524,9.451,9.194,M8 IV,,,60.4,5.425,-0.238,3915.0
229,40.003514,-10.527033,8.84,3.67,0.21,44.93,14.4,1.54,2.32,0.209,0.002,0.223,9.01,8.859,8.812,F8 V,M,,272.5,1.663,1.2668,8094.0
230,73.433627,-30.51985,12.24,5.44,0.98,-127.57,-71.13,0.94,2.4,1.406,0.012,1.531,13.451,12.382,12.094,M4 V,,V,183.8,5.918,-0.4352,3941.0
231,256.083955,21.937862,9.15,0.18,1.16,77.97,40.67,1.1,1.54,1.627,0.028,1.802,10.545,9.308,8.991,M3 V,,,5555.6,,,3612.0
232,336.177879,58.729325,7.29,12.77,1.48,-26.81,-21.1,0.33,1.33,1.479,0.026,1.637,8.538,7.416,7.152,M1 V,,,78.3,2.821,0.8036,3825.0
233,14.491473,-56.124395,11.88,2.34,1.05,-6.31,2.15,0.3,0.3,0.487,0.018,0.534,12.294,11.913,11.823,G1 V,,,427.4,3.726,0.4416,6448.0
234,118.338878,-24.281694,7.02,3.42,1.02,52.25,78.57,1.68,0.3,1.396,0.007,1.423,8.208,7.142,6.894,,,,292.4,-0.31,2.056,3957.0
235,314.134617,30.673037,6.61,1.98,0.41,104.5,43.41,0.72,2.28,1.55,0.034,1.808,7.939,6.756,6.447,M0 V,,,505.1,-1.907,2.6948,3720.0
236,156.410177,19.209075,8.97,19.1,0.22,13.22,40.68,2.71,1.04,1.039,0.022,1.084,9.861,9.052,8.862,K5 V,,C,52.4,5.375,-0.218,4651.0
237,256.580099,-72.851108,6.63,1.99,0.9,-64.33,30.95,1.92,1.79,1.531,0.012,1.644,7.953,6.77,6.479,M9 V,,G,502.5,-1.876,2.6824,3747.0
238,176.33543,50.696881,11.82,3.35,0.44,16.23,-8.94,0.8,0.3,1.122,0.008,1.127,12.76,11.926,11.719,K1 V,,,298.5,4.445,0.154,4468.0
239,110.874825,28.885309,8.06,52.46,1.58,381.4486227598613,-172.2054048085441,2.24,0.9,0.001,0.001,0.023,8.068,8.046,8.06,A9 V,,,19.1,6.659,-0.7316,10113.0
240,255.419127,43.775151,5.77,34.06,0.4,56.66,-72.16,0.73,0.92,1.048,0.017,1.099,6.666,5.857,5.666,K9 V,,C,29.4,3.431,0.5596,4630.0
241,216.989224,-65.670691,12.45,9.98,0.89,-45.37,30.93,1.11,1.07,1.679,0.006,1.871,13.9,12.594,12.286,M1 V,,,100.2,7.446,-1.0464,3543.0
242,162.621828,7.995069,6.44,8.51,0.91,-63.5,57.92,2.44,1.06,1.379,0.033,1.491,7.615,6.568,6.302,,,,117.5,1.09,1.496,3985.0
243,145.182526,-2.137774,9.7,8.4,1.31,27.23,43.21,1.08,0.35,1.446,0.013,1.656,10.903,9.841,9.564,M0 V,,,119.0,4.321,0.2036,3877.0
244,164.413739,3.976275,9.78,2.81,0.69,0.11,42.12,1.21,0.96,1.344,0.007,1.512,10.922,9.912,9.652,M9 V,,,355.9,2.024,1.1224,4044.0
245,219.786365,-51.370375,9.72,2.26,0.95,-11.15,30.46,1.11,0.9,1.687,0.016,1.916,11.162,9.884,9.54,,,,442.5,1.491,1.3356,3532.0
246,200.232456,60.578483,8.73,9.96,1.21,-58.1,10.94,0.37,1.64,1.566,0.035,1.757,10.072,8.87,8.56,M5 V,C,,100.4,3.721,0.4436,3697.0
247,339.200331,-72.338844,10.29,7.39,2.35,-48.71,16.53,1.2,0.44,0.212,0.024,0.323,10.448,10.311,10.262,,,V,135.3,4.633,0.0788,8071.0
248,269.330707,29.256425,9.71,18.6,1.12,57.93,-136.83,1.63,2.1,1.465,0.026,1.637,10.972,9.827,9.568,M6 III,,,53.8,6.058,-0.4912,3847.0
249,311.21377,54.965795,10.28,9.33,1.72,-56.91,-31.04,0.98,2.12,1.641,0.003,1.783,11.658,10.417,10.1,M5 V,,,107.2,5.129,-0.1196,3593.0
250,68.427971,-28.537145,10.04,5.93,0.52,85.9,-20.54,0.75,0.54,1.026,0.012,1.106,10.93,10.125,9.949,,,,168.6,3.905,0.37,4681.0
251,10.043187,-72.174152,5.61,3.22,0.86,53.71,-35.88,1.94,0.78,1.337,0.034,1.546,6.754,5.736,5.497,M5 Ib,,,310.6,-1.851,2.6724,4056.0
252,35.643344,10.50889,9.2,28.9,0.41,41.55,32.42,0.88,1.03,1.542,0.015,1.653,10.546,9.337,9.052,M9 V,,,34.6,6.504,-0.6696,3731.0
253,303.374897,-61.317842,7.73,2.28,1.92,93.85,-71.25,1.05,1.27,0.119,0.022,0.219,7.862,7.739,7.72,,,,438.6,-0.48,2.124,8848.0
254,127.234683,-60.048765,9.64,24.61,0.67,15.81,-51.91,1.95,1.68,1.719,0.023,1.95,11.068,9.79,9.472,,,C,40.6,6.596,-0.7064,3491.0
255,172.057758,49.444511,11.04,10.28,0.44,-18.45,16.63,0.92,0.82,1.601,0.012,1.796,12.392,11.178,10.876,M5 Ib,,,97.3,6.1,-0.508,3648.0
256,182.597661,34.860443,12.5,2.07,1.28,-6.7,20.6,0.48,1.35,1.479,0.023,1.638,13.763,12.611,12.354,M8 V,,,483.1,4.08,0.3,3825.0
257,63.012596,40.12448,9.28,1.5,0.4,85.13,66.23,1.43,1.62,1.404,0.023,1.554,10.49,9.401,9.157,,,,666.7,0.16,1.868,3944.0
258,240.947297,45.891605,8.87,24.48,1.67,41.93,26.31,1.6,0.92,1.65,0.004,1.833,10.222,9.027,8.694,,,,40.8,5.814,-0.3936,3581.0
259,113.602806,-54.20066,11.56,5.68,1.11,-40.1,-53.81,1.16,0.49,1.742,0.019,1.872,13.021,11.721,11.394,,,,176.1,5.332,-0.2008,3462.0
260,239.503483,-39.248855,10.37,11.88,2.07,17.05,24.68,0.79,0.82,0.933,0.02,0.973,11.165,10.444,10.267,K3 III,,,84.2,5.744,-0.3656,4910.0
261,88.855352,-75.470347,7.13,18.59,1.53,12.16,43.26,1.34,0.84,1.587,0.014,1.702,8.483,7.259,6.975,M5 V,,,53.8,3.476,0.5416,3667.0
262,328.846688,34.808673,9.18,5.37,1.11,61.07,3.98,2.18,0.46,0.861,0.014,0.961,9.934,9.275,9.098,K9 Ib,D,,186.2,2.83,0.8,5103.0
263,92.605742,-6.227348,8.9,35.24,0.87,-56.67,-5.54,1.21,1.4,1.361,0.027,1.475,10.052,9.012,8.763,M4 V,,,28.4,6.635,-0.722,4015.0
264,135.006324,-26.168205,10.45,17.32,0.9,-49.04,-1.23,1.34,1.93,1.417,0.014,1.543,11.665,10.589,10.313,,,,57.7,6.643,-0.7252,3923.0
265,144.625046,70.862483,6.71,18.65,0.42,-43.11,-10.24,0.64,1.23,1.52,0.005,1.654,8.014,6.837,6.547,M8 V,,,53.6,3.063,0.7068,3764.0
266,79.379308,-18.370399,6.69,2.19,1.62,-21.49,23.69,1.65,1.01,1.391,0.024,1.496,7.873,6.808,6.548,M6 V,,,456.6,-1.608,2.5752,3965.0
267,243.824732,-5.529572,8.59,6.36,1.37,-52.68,4.1,0.84,1.69,0.428,0.017,0.442,8.981,8.619,8.538,F8 V,,G,157.2,2.607,0.8892,6735.0
268,157.79721,41.89143,7.3,5.23,0.2,75.54,27.71,1.25,1.3,1.046,0.023,1.121,8.209,7.407,7.193,,,,191.2,0.893,1.5748,4635.0
269,336.108103,-33.380961,11.63,14.52,0.97,7.35,34.81,0.99,1.62,1.479,0.017,1.631,12.851,11.738,11.486,M8 IV,,,68.9,7.44,-1.044,3825.0
270,139.681476,35.672285,11.97,13.29,0.94,-44.65,-86.34,0.54,1.03,1.543,0.017,1.662,13.274,12.12,11.828,M9 V,,,75.2,7.588,-1.1032,3730.0
271,104.553332,79.829726,9.92,13.62,1.56,-90.11605939159627,-193.7673299345984,0.96,0.9,1.152,0.016,1.236,10.9,10.023,9.815,M1 II,,,73.4,5.591,-0.3044,4405.0
272,100.842574,-30.525996,11.22,16.82,0.2,47.45,21.66,1.5,2.47,0.957,0.018,1.068,12.019,11.314,11.135,K4 V,,,59.5,7.349,-1.0076,4848.0
273,237.67722,-14.096955,12.28,1.8,0.35,47.98,-38.25,1.39,0.72,1.446,0.002,1.544,13.502,12.413,12.099,M3 IV,D,,555.6,3.556,0.5096,3877.0
274,40.29793,-37.836293,5.79,5.35,0.86,-54.56,56.84,1.6,0.6,0.017,0.012,0.055,5.803,5.791,5.789,,,,186.9,-0.568,2.1592,9918.0
275,58.913219,-49.090846,9.84,0.1,0.4,44.43,18.7,0.3,1.13,1.514,0.003,1.667,11.097,9.964,9.693,,,,10000.0,,,3773.0
276,108.556833,-36.62216,9.94,13.28,0.52,-3.94,51.52,1.69,0.55,1.496,0.005,1.656,11.228,10.072,9.786,M0 II,,,75.3,5.556,-0.2904,3800.0
277,104.939918,-10.671335,6.43,2.76,2.3,-19.67,31.61,1.22,0.3,1.527,0.001,1.755,7.688,6.555,6.259,M7 Ib,,,362.3,-1.365,2.478,3753.0
278,8.481007,44.43454,7.1,12.73,1.21,30.83,-43.99,0.61,0.83,0.909,0.018,0.912,7.87,7.176,7.022,,,,78.6,2.624,0.8824,4972.0
279,42.861621,4.453078,9.61,13.53,1.38,5.23,-75.28,0.77,0.3,1.062,0.007,1.185,10.521,9.703,9.512,K1 V,,,73.9,5.266,-0.1744,4599.0
280,254.306326,6.225282,8.09,14.49,1.16,-46.32,-4.26,0.78,1.63,1.605,0.006,1.73,9.447,8.233,7.92,M7 V,,V,69.0,3.895,0.374,3642.0
281,85.962155,44.623737,11.56,1.59,1.38,-69.97,76.95,0.3,0.61,1.368,0.025,1.486,12.749,11.676,11.407,,R,,628.9,2.567,0.9052,4003.0
282,136.322306,25.549829,8.79,6.18,1.02,-20.99,30.85,0.65,1.26,1.391,0.007,1.641,9.983,8.918,8.652,M9 V,,,161.8,2.745,0.834,3965.0
283,64.713382,78.508607,7.6,6.63,1.08,-24.22,27.35,2.0,1.19,1.471,0.024,1.614,8.862,7.727,7.456,M3 V,,G,150.8,1.708,1.2488,3838.0
284,95.069039,58.737205,5.92,0.49,1.33,-57.0,-76.04,0.98,0.67,0.958,0.011,1.055,6.731,6.02,5.837,K9 III,,,2040.8,,,4846.0
285,221.032623,10.227613,9.58,6.42,1.42,-55.67,100.01,0.73,1.0,0.314,0.01,0.326,9.838,9.614,9.545,G7 V,,,155.8,3.618,0.4848,7374.0
286,48.838303,-64.149457,12.5,7.68,1.29,-97.23,-7.94,1.74,1.14,1.625,0.027,1.763,13.863,12.65,12.326,M9 V,P,,130.2,6.927,-0.8388,3615.0
287,278.085968,-19.220204,5.54,3.85,1.59,41.97,-3.79,1.82,2.59,0.89,0.013,0.886,6.258,5.618,5.465,K8 V,,,259.7,-1.533,2.5452,5023.0
288,39.622755,-10.357602,8.43,7.47,1.26,-20.08,6.87,1.5,1.82,1.556,0.003,1.684,9.802,8.576,8.259,M7 V,,,133.9,2.797,0.8132,3711.0
289,238.656946,-11.835371,5.56,4.22,1.23,-54.77,-29.61,0.65,0.66,1.229,0.017,1.36,6.626,5.659,5.42,M6 V,,,237.0,-1.313,2.4572,4253.0
290,252.072484,5.208335,7.87,0.1,0.91,-37.44,9.25,1.31,1.53,1.427,0.003,1.575,9.095,8.017,7.736,M8 V,,,10000.0,,,3907.0
291,184.932895,-15.231457,7.56,9.51,1.38,-29.53,-68.63,0.99,1.06,1.286,0.011,1.522,8.644,7.655,7.436,M4 II,R,,105.2,2.451,0.9516,4147.0
292,101.172923,-7.599051,6.51,7.32,0.99,-2.94,2.3,1.59,1.29,0.837,0.015,0.995,7.199,6.581,6.42,K7 V,,,136.6,0.833,1.5988,5172.0
293,149.474067,18.685781,6.59,37.27,1.29,15.33,-36.84,0.3,0.97,1.258,0.003,1.412,7.642,6.699,6.482,M8 V,,,26.8,4.447,0.1532,4198.0
294,29.345376,-22.938969,6.78,5.15,0.61,7.57,-35.9,1.62,2.43,1.466,0.008,1.737,8.005,6.914,6.647,M7 V,,,194.2,0.339,1.7964,3845.0
295,222.360801,-41.030001,10.55,3.09,1.47,-2.58,-83.89,1.29,1.28,1.424,0.016,1.587,11.761,10.668,10.403,,,,323.6,3.0,0.732,3912.0
296,311.056828,27.869932,6.51,10.56,1.24,61.36,82.81,1.33,1.36,1.566,0.014,1.669,7.864,6.659,6.329,M7 V,P,,94.7,1.628,1.2808,3697.0
